Time [s] 	 CH1 	 BGND1 	 CH2 	 BGND2 
123.56	2746	2724	6274	5959
123.582	4673	4982	6859	6544
123.603	2732	2681	6393	6142
123.625	5541	5018	6438	6508
123.647	2909	2675	5946	6258
123.668	4828	5025	6922	6526
123.69	2678	2699	5953	5898
123.712	5181	4994	6180	6617
123.734	2826	2699	7109	6032
123.755	4607	5061	6933	6526
123.777	2907	2675	6146	6081
123.799	4669	4867	6892	6630
123.821	2762	2712	6140	6039
123.842	5279	4982	6987	6642
123.864	2879	2693	7008	6039
123.886	5345	5037	6758	6447
123.908	2885	2681	5950	5971
123.929	5570	4898	6345	6703
123.951	2642	2687	5747	5947
123.973	4862	5339	6482	6581
123.995	2949	2718	5567	5844
124.016	4777	5018	7046	6520
124.038	2809	2699	5774	5953
124.06	4921	4982	6736	6489
124.082	2760	2712	6045	5868
124.103	5489	5206	6442	6258
124.125	2666	2712	5846	5978
124.147	5173	5242	6792	6605
124.169	2897	2699	5949	5959
124.19	4982	5073	6009	6563
124.212	2765	2687	6577	6130
124.234	5157	4922	5875	6569
124.256	2720	2724	6577	5959
124.277	4480	4892	6563	6569
124.299	2725	2730	6193	5825
124.321	4822	5109	6792	6459
124.342	2888	2730	5892	6039
124.364	4857	4964	6354	6496
124.386	2644	2712	6668	5990
124.408	4986	5055	6999	6623
124.429	2744	2712	5636	6142
124.451	5089	5091	6543	6764
124.473	2920	2669	6194	5844
124.495	5694	5079	6901	6678
124.516	2862	2663	5697	6124
124.538	4862	5169	7187	6666
124.56	2661	2712	5589	5978
124.582	5214	5284	6277	6489
124.603	2831	2681	6598	6099
124.625	5188	5031	7194	6544
124.647	2763	2706	5729	5923
124.669	5676	5018	6248	6794
124.69	2996	2687	5972	6252
124.712	5375	4982	6372	6392
124.734	2892	2687	6215	6173
124.756	5001	5206	6680	6410
124.777	2672	2699	5595	5929
124.799	5582	5188	7256	6623
124.821	2817	2699	6949	6191
124.843	5329	4946	6722	6605
124.864	2716	2706	5777	5984
124.886	4949	5055	7440	6563
124.908	3014	2675	6081	6069
124.93	5183	5224	6715	6435
124.951	2705	2699	6235	5874
124.973	5425	5012	6713	6581
124.995	2779	2712	6009	5850
125.016	5512	5103	6328	6270
125.038	2758	2687	6658	6166
125.06	5670	4940	6074	6496
125.082	2712	2657	6805	6026
125.103	5468	4988	6492	6532
125.125	2712	2706	6287	6136
125.147	4678	5097	6185	6611
125.169	2728	2699	6801	6063
125.19	5481	5224	6802	6721
125.212	2623	2669	6568	6093
125.234	4991	5163	6833	6581
125.256	2980	2699	6237	5716
125.277	4896	5278	6360	6630
125.299	2880	2730	6201	6032
125.321	5362	5109	6482	6599
125.343	2917	2712	5760	6039
125.364	5480	5109	6951	6483
125.386	2719	2681	6878	5856
125.408	5034	5031	6445	6697
125.43	2651	2718	6191	6051
125.451	6047	5169	6463	6459
125.473	2705	2724	6208	6045
125.495	5245	5133	7327	6593
125.517	2944	2718	6691	6081
125.538	4606	5073	6203	6301
125.56	2840	2736	6466	6026
125.582	5030	5163	6787	6660
125.604	2758	2693	6045	6063
125.625	4927	5182	6213	6416
125.647	2699	2681	6450	5844
125.669	5110	5145	6325	6575
125.69	2690	2681	6562	5996
125.712	5072	5067	6890	6483
125.734	2705	2657	6179	5959
125.756	4844	5169	7294	6496
125.777	2761	2724	6549	6063
125.799	5147	5133	6605	6654
125.821	2952	2706	6660	6093
125.843	5576	5037	6463	6678
125.864	2703	2657	5833	5886
125.886	5141	5061	6077	6416
125.908	2811	2693	6552	5789
125.93	4938	5302	6194	6489
125.951	2836	2706	6260	6020
125.973	4967	5109	7300	6325
125.995	2760	2712	6206	5740
126.017	5023	5121	6912	6489
126.038	2831	2718	6173	5801
126.06	5381	5091	6760	6831
126.082	2756	2693	5977	6124
126.104	4751	5043	6343	6240
126.125	2877	2699	5361	6203
126.147	5053	5079	6179	6782
126.169	2816	2699	5817	6160
126.191	4868	5067	6841	6465
126.212	2736	2718	6213	5886
126.234	5488	5055	6398	6593
126.256	2766	2706	5259	5959
126.278	5441	5212	6933	6392
126.299	2913	2712	5784	5911
126.321	4747	4934	6994	6471
126.343	2879	2693	5412	5953
126.364	5212	5073	6472	6556
126.386	2907	2693	5689	5776
126.408	5387	5031	6313	6678
126.43	2775	2663	6443	5965
126.451	5116	5206	7061	6447
126.473	2745	2669	6245	5783
126.495	4953	5025	6973	6416
126.517	2753	2706	6085	6045
126.538	5191	5236	7351	6483
126.56	2873	2657	6020	6057
126.582	5284	4880	6853	6374
126.604	2642	2718	5963	6093
126.625	4666	5043	6617	6563
126.647	2785	2699	6630	6087
126.669	4810	5175	6392	6508
126.691	2775	2687	6430	5959
126.712	5171	5109	6996	6465
126.734	2774	2712	6279	6057
126.756	5473	5284	6466	6599
126.778	2965	2687	6106	5880
126.799	4863	5043	6037	6575
126.821	2857	2699	6025	5996
126.843	5349	5290	7000	6648
126.865	2818	2693	6559	6154
126.886	5009	5169	6865	6477
126.908	2707	2687	6346	6063
126.93	5439	5127	6792	6703
126.952	2754	2675	6247	6002
126.973	4960	5085	6553	6404
126.995	2903	2675	5797	5856
127.017	5026	5206	6268	6587
127.038	2692	2712	7814	5844
127.06	5340	5121	6474	6654
127.082	2762	2706	5836	6020
127.104	5579	5236	6239	6587
127.125	2663	2693	5932	6160
127.147	5278	5145	7133	6441
127.169	2709	2718	5872	6160
127.191	5136	5139	6825	6477
127.212	2846	2693	6123	6032
127.234	5002	5133	6437	6483
127.256	2898	2724	5748	5862
127.278	5836	5121	6797	6520
127.299	2866	2699	7074	5886
127.321	4704	5194	6837	6532
127.343	2721	2706	6033	5874
127.365	5120	5043	6942	6386
127.386	2664	2687	5458	6148
127.408	4898	5055	6449	6532
127.43	2838	2699	6105	6142
127.452	5000	4952	6576	6587
127.473	2856	2657	5974	5752
127.495	5348	4970	6446	6660
127.517	2824	2687	5937	5752
127.539	4995	5073	6892	6410
127.56	2960	2687	6263	6087
127.582	5360	4910	6287	6556
127.604	2685	2687	6494	5911
127.626	5031	5133	6609	6617
127.647	2661	2699	8091	5990
127.669	5376	5091	6635	6447
127.691	2792	2712	6441	6118
127.713	5635	5109	6999	6678
127.734	2798	2663	5617	5844
127.756	5404	5103	6223	6477
127.778	2936	2699	5999	6002
127.799	5056	5127	7187	6489
127.821	2739	2724	6059	6106
127.843	5186	4940	7292	6733
127.865	2851	2687	5672	5929
127.886	5276	5133	6576	6502
127.908	2761	2693	5291	5929
127.93	5167	5115	6359	6447
127.952	2780	2675	6107	6173
127.973	4750	5012	6890	6526
127.995	2866	2706	6311	6026
128.017	5409	5145	6274	6678
128.039	2862	2706	6086	5935
128.06	4953	5067	6190	6648
128.082	2718	2681	7079	5959
128.104	5483	5115	6093	6733
128.126	2869	2687	5913	5911
128.147	5281	5194	7289	6496
128.169	2925	2699	6866	6166
128.191	5216	5055	6528	6587
128.213	2665	2651	5477	5941
128.234	5472	5067	6457	6447
128.256	2745	2724	6279	6160
128.278	5814	5109	5711	6477
128.3	2829	2699	5605	5923
128.321	4724	5290	6283	6489
128.343	2714	2718	6257	5776
128.365	4922	5200	6312	6428
128.387	2719	2706	6061	6179
128.408	5187	5037	6623	6703
128.43	2807	2693	5192	5807
128.452	5347	5006	7130	6587
128.473	2753	2699	6440	6124
128.495	5125	5121	6719	6441
128.517	2784	2687	5971	5971
128.539	5395	5230	6322	6660
128.56	2925	2657	6178	6197
128.582	4865	5115	6819	6477
128.604	2827	2675	5773	6173
128.626	5626	5133	6492	6660
128.647	2702	2712	6315	5856
128.669	4665	5133	6417	6520
128.691	2834	2706	6471	5996
128.713	5387	4988	5959	6660
128.734	3035	2687	5845	6051
128.756	5095	5085	6704	6477
128.778	2785	2718	8553	6069
128.8	5006	5109	6543	6313
128.821	2760	2706	5994	6160
128.843	5135	5037	6136	6483
128.865	3010	2718	5942	5740
128.887	5061	5151	6954	6776
128.908	2721	2706	6175	6142
128.93	5207	5194	5748	6642
128.952	2840	2699	5344	6130
128.974	5131	4988	7066	6428
128.995	2925	2687	6604	5978
129.017	5193	5103	6513	6690
129.039	2745	2687	5686	6154
129.061	5062	5037	6684	6502
129.082	2629	2687	6682	5801
129.104	4691	5145	6401	6587
129.126	2743	2712	5886	5837
129.147	4789	5133	6442	6380
129.169	2843	2693	5533	5935
129.191	5259	5097	6087	6477
129.213	2783	2687	5524	6166
129.234	4120	5012	6457	6563
129.256	2757	2718	6516	5917
129.278	5223	5151	6621	6361
129.3	2867	2699	6584	6166
129.321	4789	5109	6783	6678
129.343	2615	2699	6659	6185
129.365	5379	5091	7171	6575
129.387	2779	2706	6298	6099
129.408	5884	5194	7476	6593
129.43	2710	2669	5864	6124
129.452	5466	5139	6240	6422
129.474	2981	2681	6448	5856
129.495	4826	5079	7676	6581
129.517	2898	2681	5747	5904
129.539	5045	5043	6900	6422
129.561	2820	2724	6571	6051
129.582	5109	5067	6417	6483
129.604	2863	2693	6053	6008
129.626	5209	5055	6577	6447
129.648	2828	2693	5384	5923
129.669	5563	5145	6551	6569
129.691	2761	2663	5805	5953
129.713	5108	4976	6515	6581
129.735	2740	2699	5481	5904
129.756	5002	5067	6549	6587
129.778	2716	2687	6740	6258
129.8	5144	4922	7206	6538
129.821	2706	2681	6086	5825
129.843	5842	5254	6634	6526
129.865	2750	2669	6194	6008
129.887	5014	5085	7099	6404
129.908	2939	2712	6888	6160
129.93	5370	5254	6485	6508
129.952	2726	2693	6069	6118
129.974	5090	5006	6898	6593
129.995	2722	2706	6202	5959
130.017	5545	5049	6907	6544
130.039	2933	2730	6039	5978
130.061	5605	4988	6444	6435
130.082	2722	2681	5836	6081
130.104	4692	5006	6371	6526
130.126	2742	2693	5780	6032
130.148	4722	5055	6474	6368
130.169	2747	2699	6317	5911
130.191	5219	5073	6132	6587
130.213	2739	2742	5448	6112
130.235	5514	5025	5915	6428
130.256	2700	2693	5770	6069
130.278	4891	5012	6384	6636
130.3	2781	2687	5974	5990
130.322	4836	5037	6011	6532
130.343	2686	2712	5642	5813
130.365	5334	5115	6797	6721
130.387	2822	2693	5763	5850
130.409	4793	5061	5885	6581
130.43	2805	2724	6411	6112
130.452	5551	5097	6371	6563
130.474	2739	2693	6179	6020
130.495	5117	5006	6118	6538
130.517	2699	2699	7072	6069
130.539	4876	5169	6930	6654
130.561	2697	2663	6630	5850
130.582	5292	5085	6910	6550
130.604	2693	2669	5930	6233
130.626	4976	5043	6696	6532
130.648	2661	2687	6418	5996
130.669	5367	5061	5868	6508
130.691	2642	2687	6215	6197
130.713	5224	5115	7429	6599
130.735	2714	2718	5450	6191
130.756	5082	5043	6687	6502
130.778	2640	2706	5912	6276
130.8	4798	5103	7133	6733
130.822	2799	2693	5651	6233
130.843	4634	5000	6222	6605
130.865	2753	2663	6477	6136
130.887	5346	5139	6392	6526
130.909	2751	2663	6241	6173
130.93	5107	5067	6796	6508
130.952	2703	2681	6120	5984
130.974	5408	5097	6162	6483
130.996	2845	2706	6188	5801
131.017	5400	5121	7317	6599
131.039	2840	2693	6216	5911
131.061	4899	5073	6272	6514
131.083	2723	2675	5873	6246
131.104	5245	5055	6527	6623
131.126	2841	2669	5744	5971
131.148	5284	5049	6044	6441
131.169	2841	2681	5860	5929
131.191	5741	4928	6546	6520
131.213	2746	2718	6399	5770
131.235	5305	5157	7420	6794
131.256	2732	2706	6267	6093
131.278	5085	4910	5957	6556
131.3	2675	2736	6428	5935
131.322	4863	5115	6764	6599
131.343	2732	2712	5946	6093
131.365	5115	4952	6694	6617
131.387	2816	2675	5315	5917
131.409	4933	5182	6425	6855
131.43	2702	2687	5791	6106
131.452	5367	5230	6618	6459
131.474	2712	2706	6195	6325
131.496	5188	5055	6726	6489
131.517	2934	2687	6731	6240
131.539	5186	5169	6979	6684
131.561	2984	2724	5920	6142
131.583	4982	5121	7401	6453
131.604	2813	2718	6747	5959
131.626	5705	4892	6613	6520
131.648	2723	2681	6084	5917
131.67	5495	4958	6345	6593
131.691	2592	2712	6120	6093
131.713	5791	5212	6345	6751
131.735	2810	2699	6481	6343
131.757	5064	4964	6594	6508
131.778	2627	2699	5587	5929
131.8	4868	4976	6782	6508
131.822	2824	2645	6017	5965
131.843	5038	5043	6471	6508
131.865	2767	2681	5772	5935
131.887	5219	5073	6802	6587
131.909	2738	2687	6254	5929
131.93	5215	4928	7443	6569
131.952	2792	2669	5614	5935
131.974	4835	5025	6747	6733
131.996	2897	2669	7350	6337
132.017	5095	5049	6625	6374
132.039	2907	2699	7371	6075
132.061	5140	5012	7078	6678
132.083	2759	2706	6676	6112
132.104	5377	5103	7057	6556
132.126	2868	2669	7265	5929
132.148	4528	4994	6401	6648
132.17	2850	2699	6998	6063
132.191	5017	5073	7571	6374
132.213	2681	2687	7566	6252
132.235	5080	4807	6365	6416
132.257	2746	2687	6711	6276
132.278	5138	5043	6388	6642
132.3	2996	2669	7869	5874
132.322	4820	4807	5923	6477
132.344	2884	2712	6775	6057
132.365	4759	4964	7277	6654
132.387	3130	2706	6955	6166
132.409	5095	5006	6955	6684
132.431	2778	2693	6950	5904
132.452	4583	5139	7120	6508
132.474	2698	2681	6085	5935
132.496	5030	4843	6062	6581
132.517	2860	2712	6351	5947
132.539	5210	4958	7506	6697
132.561	2689	2687	5972	6282
132.583	5360	5109	6272	6483
132.604	2908	2712	6258	6020
132.626	5514	5127	7353	6508
132.648	2790	2718	5783	5978
132.67	5074	5115	7109	6623
132.691	2764	2681	6114	6142
132.713	5116	5073	6639	6575
132.735	2814	2699	5835	6118
132.757	5783	5127	6536	6514
132.778	2802	2712	6090	6112
132.8	4951	4976	6245	6416
132.822	2715	2693	6109	5990
132.844	5464	4988	6803	6398
132.865	2732	2706	5926	5783
132.887	5242	5121	6646	6599
132.909	2879	2718	5577	6002
132.931	4686	5025	6893	6508
132.952	2774	2724	6711	6008
132.974	5643	4910	6381	6672
132.996	2867	2712	6806	6197
133.018	5243	4898	6388	6441
133.039	2860	2687	6364	6057
133.061	5008	4946	6608	6453
133.083	2720	2699	5925	6349
133.105	5018	5157	6501	6666
133.126	2779	2681	6426	6032
133.148	4727	5061	7664	6465
133.17	2867	2712	5945	5959
133.191	5760	5139	7631	6599
133.213	2678	2687	6433	5996
133.235	5011	4789	6533	6605
133.257	2865	2736	5913	6063
133.278	5025	4952	6866	6587
133.3	2958	2687	5938	6057
133.322	5300	5067	6320	6483
133.344	2696	2718	7047	6081
133.365	5458	5182	5997	6453
133.387	2677	2675	6861	5929
133.409	4960	5079	6639	6526
133.431	2688	2699	6438	5892
133.452	5038	5049	6915	6325
133.474	2861	2712	6950	6002
133.496	5450	5018	6799	6617
133.518	2826	2687	7961	6288
133.539	5044	4934	6460	6508
133.561	2643	2669	6381	5959
133.583	5188	4976	6487	6477
133.605	2729	2693	5821	5996
133.626	4966	5037	6282	6465
133.648	2863	2699	5922	5917
133.67	4460	5031	6566	6459
133.692	2808	2675	6342	5984
133.713	4985	4952	6678	6642
133.735	2642	2669	6011	5783
133.757	5476	5000	6146	6575
133.779	2846	2699	6017	5953
133.8	5174	4922	6296	6563
133.822	3015	2675	5473	6142
133.844	5051	5091	6458	6471
133.865	2788	2675	6040	6063
133.887	4822	4940	6862	6477
133.909	2785	2669	5936	6045
133.931	4966	5067	6880	6483
133.952	2719	2699	6351	6020
133.974	5769	5091	5876	6623
133.996	2713	2651	5121	5923
134.018	5613	4988	6215	6325
134.039	2866	2675	6283	6093
134.061	4778	5037	7473	6459
134.083	2748	2693	6136	6179
134.105	5232	4952	6572	6496
134.126	2731	2687	6098	6008
134.148	5594	5012	5928	6563
134.17	2937	2693	6322	5740
134.192	5555	5079	6309	6532
134.213	2876	2706	6201	5801
134.235	4884	4910	6385	6709
134.257	2860	2712	6525	6307
134.279	4883	5037	6876	6477
134.3	2708	2669	6269	5801
134.322	4932	5037	7452	6453
134.344	2749	2699	5516	6069
134.366	5293	4994	7114	6465
134.387	2910	2687	6351	6057
134.409	4974	5182	6796	6642
134.431	2784	2687	7103	5984
134.453	5227	4916	6352	6684
134.474	2800	2706	6210	6057
134.496	4830	5091	6741	6581
134.518	2703	2663	6201	5959
134.539	5520	5103	6620	6471
134.561	2696	2693	5495	5904
134.583	5244	4849	6638	6581
134.605	2784	2706	5437	5892
134.626	5469	5085	6329	6319
134.648	2704	2712	5757	5892
134.67	4735	4994	7132	6435
134.692	2801	2693	6079	5953
134.713	4925	5000	7466	6605
134.735	2722	2699	6163	5984
134.757	5788	5000	6668	6575
134.779	2740	2657	5720	5959
134.8	5010	5109	5931	6611
134.822	2725	2699	6149	6136
134.844	5141	5079	6535	6477
134.866	2706	2663	6065	6264
134.887	5690	4928	6385	6392
134.909	2765	2699	5590	5904
134.931	5301	4874	6504	6648
134.953	2981	2693	5825	6020
134.974	5165	4952	6585	6770
134.996	2980	2699	5779	6142
135.018	5255	5049	6195	6672
135.04	2776	2681	6127	6057
135.061	5166	5157	6795	6532
135.083	2780	2693	5657	6026
135.105	5509	4982	6777	6544
135.127	2894	2706	5925	5965
135.148	5889	4982	6078	6575
135.17	2741	2669	6214	5947
135.192	4854	5000	6337	6654
135.213	2816	2699	6270	5874
135.235	5547	5097	6324	6282
135.257	3028	2681	5552	6057
135.279	5477	5012	6429	6453
135.3	2769	2657	6312	6166
135.322	5312	4934	7146	6483
135.344	2655	2693	6946	6112
135.366	5365	5079	6836	6617
135.387	2695	2687	5640	5990
135.409	5247	5079	6326	6617
135.431	2845	2724	6281	6227
135.453	5436	4934	6510	6502
135.474	2762	2706	5837	5807
135.496	5382	4982	6334	6410
135.518	2772	2687	5940	5868
135.54	4827	5025	6819	6550
135.561	2954	2699	5935	5892
135.583	5171	4976	6559	6569
135.605	2799	2699	6251	6032
135.627	4672	5012	7013	6428
135.648	2831	2699	6280	5880
135.67	4563	4964	7123	6581
135.692	2731	2712	6003	5880
135.714	5210	4994	6597	6477
135.735	2937	2681	5951	5813
135.757	5012	4952	5798	6544
135.779	2714	2669	6072	6288
135.801	5553	4904	6999	6477
135.822	2700	2681	6073	6404
135.844	5198	4855	7346	6380
135.866	2715	2706	6248	6173
135.887	4545	5043	6828	6715
135.909	2703	2699	5925	6124
135.931	5087	4970	6794	6441
135.953	2756	2681	5597	5874
135.974	5437	4976	6415	6416
135.996	2851	2687	6650	6191
136.018	4979	5006	6284	6416
136.04	2695	2663	6547	6057
136.061	5429	5018	6994	6520
136.083	2856	2687	6505	6002
136.105	5564	5284	5981	6526
136.127	2710	2675	6230	5978
136.148	4853	4994	6773	6416
136.17	2759	2699	6566	5965
136.192	4679	4988	6445	6636
136.214	2756	2712	6210	6075
136.235	5338	5145	6468	6453
136.257	2791	2675	5901	6087
136.279	5057	5103	7101	6648
136.301	2985	2693	5946	5929
136.322	5732	5175	6400	6587
136.344	2769	2712	6950	6258
136.366	4640	5067	5976	6556
136.388	2783	2663	6276	5813
136.409	5127	5067	6906	6648
136.431	2625	2693	6523	6099
136.453	5030	5018	6545	6520
136.475	2835	2706	6172	6240
136.496	4890	5006	6662	6617
136.518	2733	2693	5880	6093
136.54	5551	4880	7140	6416
136.561	2652	2687	6536	6063
136.583	5167	5091	6488	6563
136.605	2713	2699	6357	5935
136.627	5280	5115	7024	6355
136.648	2716	2693	6153	5965
136.67	5360	5151	6878	6526
136.692	2883	2699	5768	6136
136.714	4901	4886	6517	6715
136.735	2661	2669	6550	6154
136.757	5220	5006	6645	6678
136.779	2754	2687	5731	5776
136.801	4861	4916	6205	6398
136.822	2822	2693	6221	5965
136.844	4836	4892	6344	6581
136.866	2731	2718	6204	6160
136.888	4572	5067	6330	6556
136.909	2822	2675	6051	6185
136.931	5385	4982	6632	6672
136.953	2743	2687	5609	6106
136.975	4699	5097	6081	6575
136.996	2748	2675	6041	5990
137.018	4834	5031	6437	6496
137.04	2822	2730	7264	6118
137.062	5039	5018	6627	6575
137.083	2715	2718	6339	6045
137.105	4610	5043	6314	6544
137.127	2884	2693	5471	5996
137.149	4973	5037	6374	6593
137.17	2839	2706	6503	5917
137.192	5457	4988	5741	6477
137.214	2790	2687	5450	6026
137.235	5543	4825	6821	6636
137.257	2700	2693	6198	6020
137.279	5202	4892	6489	6422
137.301	2827	2693	7604	6039
137.322	5288	4880	6151	6630
137.344	2660	2699	6508	6075
137.366	5362	4976	6680	6489
137.388	2759	2693	5490	6039
137.409	5458	4880	6735	6447
137.431	2598	2675	6161	6270
137.453	5614	4970	6876	6550
137.475	2813	2681	5736	5874
137.496	4811	4952	6859	6532
137.518	2767	2663	5868	5911
137.54	5420	5025	6887	6483
137.562	2806	2681	6463	6191
137.583	4773	4874	6154	6575
137.605	2875	2718	5720	5868
137.627	5043	4934	6847	6715
137.649	2712	2687	5590	5978
137.67	4762	4940	6260	6526
137.692	2779	2693	5996	6179
137.714	4582	4994	6861	6648
137.736	2750	2675	6164	6106
137.757	4830	5302	6864	6368
137.779	2747	2724	6123	5935
137.801	5036	5043	6763	6587
137.823	2933	2687	5841	5971
137.844	5128	4958	6881	6666
137.866	2633	2712	6003	6039
137.888	4907	4988	7060	6337
137.909	2620	2657	5682	6045
137.931	4695	5121	7061	6611
137.953	2636	2681	6385	5965
137.975	4664	4916	6724	6520
137.996	3192	2669	6336	6075
138.018	4936	4964	6289	6672
138.04	2785	2663	5082	5978
138.062	5487	4970	6735	6215
138.083	2809	2724	6109	5813
138.105	4591	4886	6816	6465
138.127	2753	2669	6308	5984
138.149	5366	5049	6433	6459
138.17	2765	2712	5744	6294
138.192	4687	5061	6591	6617
138.214	2823	2687	7126	6045
138.236	5025	5012	7313	6435
138.257	2640	2718	6100	5984
138.279	4662	4958	6329	6630
138.301	2825	2693	5803	5801
138.323	5021	5091	6831	6660
138.344	2782	2663	6863	6136
138.366	5306	4825	7204	6435
138.388	2874	2699	6039	5984
138.41	5550	4982	6686	6642
138.431	2685	2663	6452	5984
138.453	5785	4934	6570	6630
138.475	2665	2687	5841	6130
138.497	5239	4886	6267	6361
138.518	2726	2693	6669	5783
138.54	5215	5043	6187	6477
138.562	2792	2681	5658	5746
138.583	5032	4934	6790	6550
138.605	2831	2699	6093	6057
138.627	5332	4831	7152	6508
138.649	2723	2687	6216	5941
138.67	5505	5018	6621	6623
138.692	2725	2693	6473	6002
138.714	4819	4958	6579	6636
138.736	2902	2687	6253	6014
138.757	5386	5212	6769	6727
138.779	2784	2693	6119	6020
138.801	4773	4940	6465	6739
138.823	2766	2712	6415	5880
138.844	4759	5085	6999	6599
138.866	2643	2699	6677	5868
138.888	5291	4958	6273	6410
138.91	2712	2712	6238	5953
138.931	5693	4904	6775	6599
138.953	2717	2718	6350	5691
138.975	6043	5103	6395	6581
138.997	2722	2693	5623	6002
139.018	4908	4861	6560	6386
139.04	2808	2681	6013	6148
139.062	5043	5079	6915	6435
139.084	2730	2681	6298	5825
139.105	5315	4946	6953	6489
139.127	2641	2681	5957	5923
139.149	4297	5061	6802	6471
139.171	2698	2718	5684	6215
139.192	5270	4886	6765	6477
139.214	2604	2669	5583	5959
139.236	5570	5097	6233	6733
139.258	2933	2681	5765	6014
139.279	5255	5000	6593	6593
139.301	2861	2687	5498	6014
139.323	4973	5121	6816	6514
139.344	2820	2699	6440	5764
139.366	5803	5000	6534	6599
139.388	2686	2706	5673	5978
139.41	4772	5043	7674	6496
139.431	2804	2730	6207	5953
139.453	5479	4976	6264	6831
139.475	2700	2706	6220	6032
139.497	4749	4994	6583	6246
139.518	2956	2681	6139	5978
139.54	4757	5067	6657	6526
139.562	2683	2675	5934	5923
139.584	5721	5049	6120	6556
139.605	2693	2699	5853	6130
139.627	5389	5018	5816	6459
139.649	2827	2712	6266	5929
139.671	5143	5061	6173	6453
139.692	2755	2693	6338	5880
139.714	5503	5012	6211	6459
139.736	2865	2724	5888	6142
139.758	4532	4916	6990	6428
139.779	2700	2693	6918	5996
139.801	5478	5043	7074	6483
139.823	2713	2712	5756	5947
139.845	4738	5049	6702	6593
139.866	2819	2693	6126	6124
139.888	4975	4994	6335	6508
139.91	2731	2699	6524	5911
139.932	4683	4982	6822	6666
139.953	2868	2675	5669	5923
139.975	4854	4994	6416	6569
139.997	2861	2687	6024	5862
140.018	5309	5037	6094	6331
140.04	2771	2693	5641	5837
140.062	5542	4892	6689	6447
140.084	2916	2693	8155	6045
140.105	4982	5133	5788	6739
140.127	2669	2657	6064	6191
140.149	5185	4898	6621	6368
140.171	2675	2669	5751	5795
140.192	5513	5000	7029	6611
140.214	2861	2687	5738	5929
140.236	5407	4831	6159	6502
140.258	2797	2693	6045	6032
140.279	4335	5073	7435	6666
140.301	2769	2687	6765	5837
140.323	5608	4994	5980	6587
140.345	2647	2724	5849	5734
140.366	4668	4988	7110	6453
140.388	2644	2706	5864	6081
140.41	5506	5055	6130	6550
140.432	2728	2706	6266	6154
140.453	4652	5031	6910	6428
140.475	2765	2687	5916	6014
140.497	4798	5151	7053	6453
140.519	2882	2699	5741	6112
140.54	5336	4922	6986	6465
140.562	2771	2687	5424	5691
140.584	4601	4952	6507	6416
140.606	2725	2669	6075	6179
140.627	4961	5079	5917	6502
140.649	2873	2730	6745	5959
140.671	5173	5200	7160	6709
140.692	2677	2669	6339	6081
140.714	5752	5012	6905	6459
140.736	2886	2712	5837	5789
140.758	4984	4898	6755	6538
140.779	2692	2699	6152	6355
140.801	5309	4994	6887	6435
140.823	2812	2706	6131	6020
140.845	4943	4952	6262	6489
140.866	2805	2693	6196	5965
140.888	4407	5012	6720	6520
140.91	2650	2718	6503	6039
140.932	5195	4837	6610	6648
140.953	2904	2669	6047	6051
140.975	5078	4874	6743	6428
140.997	2683	2663	5526	5740
141.019	5197	5006	6716	6575
141.04	2745	2699	5645	6081
141.062	5128	4904	6743	6410
141.084	2773	2693	5782	6008
141.106	5133	4922	6981	6398
141.127	2797	2681	7535	6051
141.149	4735	4916	6609	6636
141.171	2843	2675	6163	5935
141.193	4996	5091	6649	6544
141.214	2842	2669	6118	6087
141.236	4979	4795	7060	6544
141.258	2635	2681	6319	5874
141.28	4550	5091	6675	6532
141.301	2873	2730	6103	5947
141.323	4565	4922	6769	6459
141.345	2927	2693	6075	6154
141.366	5268	5049	6284	6526
141.388	2742	2669	6235	5722
141.41	5652	5067	7047	6380
141.432	2778	2675	5854	5904
141.453	4630	4922	6902	6337
141.475	2741	2681	6433	5929
141.497	4758	5212	6410	6313
141.519	2824	2706	6223	6087
141.54	5205	4964	7039	6544
141.562	2701	2712	6086	5953
141.584	4767	5006	6525	6611
141.606	2762	2687	6140	6197
141.627	4918	4922	6746	6575
141.649	2688	2687	5698	5844
141.671	4919	5000	6656	6459
141.693	2921	2681	6342	6045
141.714	4651	4976	6433	6447
141.736	2800	2693	6648	6215
141.758	5265	5121	6270	6739
141.78	2800	2669	5986	6264
141.801	5474	5018	6984	6636
141.823	3146	2712	5851	6002
141.845	5815	4940	6438	6410
141.867	2808	2706	6124	6240
141.888	4934	5006	5986	6526
141.91	2763	2706	6234	5758
141.932	5004	4892	6332	6660
141.954	2772	2681	6458	6063
141.975	5284	5115	6390	6581
141.997	2645	2699	6329	6112
142.019	5603	5061	6553	6599
142.04	2669	2718	6016	5978
142.062	5480	5079	6609	6404
142.084	2712	2681	5041	5837
142.106	5405	5079	6643	6630
142.127	2746	2712	6081	6112
142.149	5632	4910	7057	6502
142.171	2810	2681	6651	6118
142.193	5338	4976	6609	6599
142.214	2771	2687	5937	6051
142.236	5412	4928	6708	6496
142.258	2794	2712	6155	6087
142.28	4935	5031	6825	6459
142.301	2732	2718	5824	6148
142.323	4883	4922	7025	6471
142.345	2705	2730	6178	6209
142.367	5195	5037	6890	6556
142.388	2745	2675	6357	6051
142.41	5173	4946	6648	6453
142.432	2658	2724	6068	5978
142.454	5025	5133	6578	6453
142.475	2805	2657	6096	5965
142.497	5256	5151	6490	6703
