Time [s] 	 CH1 	 BGND1 	 CH2 	 BGND2 
35.266	5807	5580	6297	6733
35.287	2804	2687	8050	6160
35.309	5487	5435	6586	6654
35.331	2862	2718	7529	6361
35.352	5443	5640	6949	6697
35.374	2918	2669	6323	6106
35.396	5967	5393	7286	6782
35.418	2784	2675	6903	6173
35.439	4881	5320	6776	6556
35.461	2756	2736	6271	6081
35.483	5602	5441	7000	6587
35.505	2698	2687	6393	6087
35.526	5370	5465	7196	6593
35.548	2871	2718	5759	6355
35.57	6182	5429	6610	6678
35.592	2721	2681	6046	6020
35.613	5619	5520	6409	6654
35.635	2698	2681	5540	6203
35.657	5383	5477	7293	6873
35.679	2950	2699	5871	6203
35.7	5528	5405	6143	6654
35.722	2944	2669	7518	6270
35.744	5717	5302	6992	6818
35.766	2713	2681	6093	5837
35.787	5160	5562	6632	6605
35.809	2778	2706	5595	6118
35.831	5101	5634	6535	6831
35.853	2724	2706	6750	5990
35.874	4893	5453	7459	6782
35.896	2962	2693	6088	6465
35.918	5444	5647	6826	6806
35.94	3039	2724	5955	6045
35.961	5271	5550	7261	6587
35.983	2682	2706	6488	5953
36.005	5823	5490	6534	6825
36.026	2615	2651	6397	6051
36.048	5553	5417	6398	6745
36.07	2653	2718	6088	6179
36.092	5294	5429	7339	6721
36.113	2658	2706	6608	6069
36.135	5296	5653	6511	6831
36.157	2816	2712	6365	6221
36.179	5452	5320	6873	6581
36.2	2770	2718	6488	5862
36.222	5344	5387	7041	6514
36.244	2874	2681	6481	6008
36.266	4914	5508	6534	6526
36.287	2755	2718	5919	6063
36.309	5094	5508	6960	6873
36.331	2841	2693	6235	6099
36.353	5536	5483	6457	6727
36.374	2837	2687	5676	6020
36.396	5348	5490	7562	6569
36.418	2810	2712	5682	6185
36.44	5424	5369	6659	6630
36.461	2794	2706	6536	5929
36.483	6112	5483	6190	6788
36.505	2894	2706	5834	6032
36.527	5868	5405	7951	6715
36.548	2703	2699	6771	6203
36.57	5315	5490	6450	6922
36.592	2684	2687	6262	6215
36.614	5595	5417	6937	6709
36.635	2743	2681	5620	6099
36.657	5700	5580	6464	6514
36.679	2745	2712	6764	6002
36.7	5462	5417	6537	6587
36.722	2819	2693	6867	5886
36.744	5722	5345	7455	6776
36.766	2764	2669	5805	6124
36.787	5401	5562	7253	6849
36.809	2696	2724	6986	6246
36.831	5304	5393	6274	6721
36.853	2654	2712	5826	5984
36.874	5656	5441	7411	6690
36.896	2851	2681	5235	5990
36.918	5460	5447	7728	6666
36.94	2761	2669	6015	5990
36.961	4864	5556	7433	6825
36.983	2747	2718	6723	6099
37.005	5603	5435	6386	6459
37.027	2899	2712	6106	6166
37.048	5053	5411	6518	6447
37.07	2835	2712	7207	6191
37.092	5609	5471	7862	6715
37.114	2801	2736	5595	5990
37.135	5454	5435	6993	6630
37.157	2757	2730	5975	6227
37.179	5559	5333	6732	6563
37.201	2664	2693	6565	6118
37.222	5278	5423	6766	6654
37.244	2700	2669	6045	6106
37.266	5139	5532	6658	6666
37.288	2733	2718	6226	6142
37.309	4774	5405	6847	6581
37.331	2642	2736	6716	5971
37.353	5347	5477	6846	6678
37.374	2784	2675	6079	5971
37.396	5533	5381	6513	6697
37.418	2916	2693	5853	6002
37.44	5592	5387	6476	6483
37.461	2726	2699	5887	5996
37.483	5436	5296	6794	6715
37.505	2707	2681	6111	5971
37.527	5140	5447	7033	6745
37.548	2941	2681	6089	6233
37.57	5647	5598	7000	6672
37.592	2700	2693	6665	6057
37.614	5680	5496	6390	6544
37.635	2719	2693	6282	6045
37.657	5725	5182	6496	6599
37.679	2583	2693	5843	6160
37.701	5977	5363	6061	6715
37.722	2878	2760	6092	6148
37.744	5457	5453	6257	6563
37.766	2660	2663	6465	5978
37.788	5331	5351	6604	6776
37.809	2840	2706	6051	6118
37.831	5782	5369	6844	6605
37.853	2840	2706	6106	6154
37.875	6407	5453	6510	6672
37.896	2886	2693	6030	6020
37.918	5100	5483	6687	6727
37.94	2954	2651	5851	6032
37.962	5201	5333	6769	6666
37.983	2821	2693	6178	6081
38.005	5268	5628	7277	6563
38.027	2919	2736	5988	6057
38.048	6166	5592	6547	6569
38.07	2852	2706	6100	6002
38.092	5348	5447	5889	6593
38.114	2691	2706	5720	6008
38.135	5328	5465	6696	6672
38.157	2683	2693	6269	6246
38.179	6333	5465	6271	6806
38.201	2794	2706	6169	6039
38.222	5348	5610	7035	6855
38.244	2786	2687	5459	5959
38.266	5067	5381	6654	6684
38.288	2676	2736	6038	6045
38.309	5630	5314	6784	6648
38.331	2682	2687	6826	6045
38.353	5731	5320	6248	6715
38.375	2792	2748	6089	6039
38.396	5140	5447	6359	6648
38.418	2699	2712	5489	5953
38.44	5852	5604	6549	6660
38.462	2879	2712	6327	6002
38.483	5815	5429	7120	6660
38.505	2733	2718	6591	6081
38.527	4943	5441	6843	6721
38.549	2874	2675	5988	5947
38.57	5354	5369	6101	6587
38.592	2915	2675	6053	6166
38.614	5624	5381	6673	6587
38.636	2713	2730	6447	6136
38.657	5506	5326	6756	6477
38.679	2882	2724	6383	6282
38.701	5569	5387	6584	6556
38.722	2774	2681	6405	5923
38.744	5393	5429	7542	6739
38.766	2636	2699	5882	6032
38.788	5888	5290	7435	6745
38.809	2675	2718	5741	5959
38.831	5254	5502	6955	6873
38.853	2781	2724	6251	6039
38.875	5515	5544	6986	6526
38.896	2812	2675	6570	5935
38.918	5812	5532	7084	6697
38.94	2697	2706	6073	6093
38.962	5162	5514	6026	6575
38.983	2780	2699	5870	6020
39.005	5703	5369	6961	6794
39.027	2983	2718	5666	6008
39.049	5527	5435	7023	6538
39.07	2784	2699	6697	5959
39.092	5699	5272	7060	6770
39.114	3012	2718	6836	6166
39.136	5339	5290	7480	6508
39.157	2753	2724	6531	6014
39.179	5206	5302	6473	6605
39.201	2680	2681	5899	5935
39.223	5101	5363	6279	6751
39.244	2766	2675	7746	6166
39.266	5443	5411	6383	6526
39.288	2805	2657	6055	6166
39.31	5395	5634	7307	6660
39.331	2919	2687	6513	6197
39.353	5011	5435	7404	6563
39.375	2910	2699	5867	6069
39.397	5622	5417	6271	6532
39.418	2847	2681	5866	6246
39.44	5619	5381	6931	6435
39.462	2733	2718	6549	5898
39.483	5120	5333	7082	6563
39.505	2779	2712	6416	5911
39.527	4853	5496	6639	6642
39.549	2757	2718	5898	6130
39.57	5093	5326	6926	6581
39.592	2701	2730	5871	6148
39.614	5738	5254	6957	6617
39.636	2656	2675	6330	5886
39.657	5461	5357	7336	6660
39.679	2778	2706	7205	6227
39.701	5840	5296	6314	6745
39.723	2794	2693	6350	6154
39.744	6551	5393	7031	6721
39.766	2877	2699	6233	6215
39.788	5693	5483	7539	6630
39.81	2821	2718	6516	6428
39.831	5650	5429	6341	6654
39.853	2785	2712	6209	6130
39.875	5232	5224	7830	6794
39.897	3020	2706	6526	6386
39.918	5855	5477	6876	6605
39.94	3050	2681	6101	6227
39.962	5729	5532	6352	6684
39.984	2971	2730	6017	6337
40.005	5660	5387	7055	6727
40.027	2606	2724	5823	6215
40.049	5578	5411	6767	6770
40.071	2843	2693	6153	5923
40.092	5346	5429	6532	6611
40.114	2701	2675	6604	6045
40.136	5380	5610	6660	6879
40.157	2868	2730	6061	6081
40.179	5204	5387	7045	6660
40.201	2915	2712	6009	5953
40.223	5271	5375	6527	6660
40.244	2633	2657	5988	5825
40.266	5504	5363	7191	6843
40.288	2714	2675	6351	5978
40.31	5580	5236	6633	6654
40.331	2748	2712	6055	6179
40.353	5374	5411	6626	6837
40.375	2675	2724	6090	6166
40.397	5063	5339	6443	6593
40.418	2639	2712	6077	5862
40.44	5307	5381	7008	6630
40.462	2717	2657	6606	6203
40.484	4893	5339	6922	6569
40.505	2774	2699	6872	6288
40.527	5501	5502	6073	6892
40.549	2696	2718	6817	6398
40.571	5455	5526	7174	6648
40.592	2631	2681	6297	5868
40.614	5255	5333	6832	6672
40.636	2900	2712	5733	5978
40.658	5893	5490	5990	6885
40.679	2792	2724	6453	6026
40.701	5433	5490	6680	6520
40.723	2736	2669	6320	5941
40.745	5830	5423	6899	6496
40.766	2666	2699	5825	6032
40.788	6066	5351	6491	6593
40.81	2792	2693	5945	6026
40.831	5056	5459	6614	6715
40.853	2838	2681	5847	5911
40.875	5882	5399	7282	6690
40.897	2667	2724	6317	5978
40.918	5602	5574	6355	6825
40.94	2810	2675	6235	5996
40.962	5700	5453	6445	6654
40.984	2670	2693	6666	6307
41.005	4975	5369	6494	6758
41.027	2876	2718	5731	6014
41.049	6111	5345	7027	6776
41.071	2884	2681	6499	6075
41.092	5717	5423	6905	6660
41.114	2750	2693	6203	6045
41.136	5740	5453	6520	6678
41.158	2667	2712	6509	6099
41.179	4793	5417	6021	6782
41.201	2760	2681	5235	5971
41.223	5222	5508	6747	6623
41.245	2759	2724	6030	6032
41.266	4880	5399	6815	6910
41.288	2718	2724	6291	6221
41.31	5454	5296	6370	6660
41.332	2763	2712	6651	6087
41.353	5593	5314	7365	6642
41.375	3047	2730	6592	6337
41.397	5402	5423	5807	6751
41.419	2802	2712	5952	5959
41.44	5443	5405	6198	6581
41.462	2887	2730	5525	6130
41.484	5286	5399	6789	6630
41.505	2679	2669	5911	6020
41.527	5474	5417	6814	6630
41.549	2742	2706	6264	6081
41.571	5353	5260	6535	6617
41.592	2659	2718	6558	6246
41.614	4921	5345	6584	6526
41.636	2853	2730	6739	5886
41.658	5014	5387	6977	6435
41.679	2809	2730	6174	6014
41.701	5637	5405	6125	6794
41.723	3022	2687	5990	6160
41.745	4646	5483	6313	6642
41.766	2934	2706	5953	6185
41.788	5750	5363	5748	6666
41.81	2779	2699	5974	6093
41.832	5189	5369	6733	6703
41.853	2751	2663	5860	6173
41.875	5320	5369	7169	6544
41.897	2689	2675	5578	6026
41.919	6169	5314	6434	6435
41.94	2768	2657	5994	5996
41.962	5715	5320	6623	6569
41.984	2926	2724	5904	6051
42.006	5556	5333	6393	6550
42.027	2800	2669	6626	5904
42.049	5893	5393	6466	6569
42.071	2701	2699	5945	5935
42.093	6586	5508	7279	6684
42.114	2853	2706	6583	6039
42.136	5421	5375	7062	6666
42.158	2797	2706	5968	6179
42.179	6062	5369	6168	6660
42.201	2963	2724	6067	5959
42.223	5396	5339	6852	6599
42.245	2691	2718	5699	6032
42.266	5371	5260	6810	6593
42.288	2835	2724	5951	6075
42.31	6186	5483	6470	6623
42.332	2724	2699	5745	5904
42.353	5514	5345	7292	6837
42.375	2708	2718	6045	6130
42.397	5208	5320	6712	6867
42.419	2821	2706	6575	5764
42.44	5337	5333	6421	6636
42.462	2894	2681	5876	6179
42.484	5638	5302	7147	6654
42.506	3008	2681	6358	6179
42.527	5491	5302	7384	6727
42.549	2779	2693	5932	6154
42.571	6460	5411	7033	6690
42.593	2741	2681	5464	5923
42.614	5101	5242	6861	6654
42.636	2728	2693	6888	6045
42.658	5457	5465	7034	6672
42.68	2883	2712	5551	5996
42.701	4958	5314	6861	6703
42.723	2933	2730	6765	6063
42.745	5847	5508	5883	6721
42.767	2737	2718	6815	6380
42.788	5847	5224	6906	6733
42.81	2665	2693	6258	6361
42.832	5451	5266	6488	6489
42.853	2809	2724	5833	6313
42.875	5362	5417	6574	6867
42.897	2721	2693	5196	6447
42.919	5764	5284	6632	6623
42.94	2739	2693	6866	6240
42.962	5265	5429	7232	6654
42.984	2863	2699	5695	6325
43.006	5768	5411	6664	6666
43.027	2865	2699	5646	5636
43.049	6009	5405	7262	6751
43.071	2985	2706	6600	6002
43.093	5005	5405	6724	6739
43.114	3166	2699	6131	6270
43.136	5411	5218	6327	6727
43.158	2723	2699	6551	6136
43.18	4620	5496	6811	6715
43.201	2889	2699	6644	6008
43.223	4886	5423	7718	6837
43.245	2748	2784	7239	6233
43.267	5364	5248	6873	6825
43.288	2793	2693	6483	6179
43.31	6161	5393	7333	6502
43.332	2759	2693	6287	6124
43.354	5530	5266	6475	6758
43.375	2797	2663	5993	6197
43.397	6048	5429	6583	6782
43.419	2687	2736	5703	5764
43.441	5423	5369	6789	6758
43.462	2690	2724	6104	6087
43.484	6124	5333	7084	6770
43.506	2860	2730	6299	6014
43.527	5351	5477	7256	6459
43.549	2863	2699	6305	6087
43.571	5703	5357	6106	6794
43.593	2610	2718	6466	6075
43.614	5146	5502	6831	6422
43.636	2827	2681	6187	6197
43.658	5349	5242	7300	6611
43.68	2679	2693	6388	5996
43.701	5333	5188	6966	6453
43.723	2877	2742	5296	6118
43.745	5115	5260	6975	6666
43.767	2715	2687	5989	6160
43.788	5369	5417	6997	6758
43.81	2722	2736	5613	6032
43.832	5168	5381	6948	6709
43.854	2884	2706	6770	6221
43.875	6651	5333	7186	6593
43.897	2872	2718	6078	5990
43.919	5209	5447	7079	6550
43.941	2709	2675	5854	6313
43.962	4928	5351	6250	6575
43.984	2832	2748	5851	5716
44.006	5154	5483	6758	6739
44.028	3007	2712	6699	6160
44.049	6075	5387	6754	6544
44.071	2745	2712	5449	5947
44.093	5412	5218	6742	6581
44.115	2907	2712	7151	5898
44.136	5691	5254	6441	6672
44.158	2812	2699	6049	5941
44.18	5864	5351	6943	6855
44.201	2747	2712	5604	5874
44.223	5651	5441	6016	6672
44.245	2840	2699	5496	6221
44.267	5233	5393	6599	6556
44.288	2709	2699	6032	6081
44.31	5670	5435	6254	6703
44.332	2829	2706	6054	5892
44.354	5573	5405	6543	6636
44.375	2607	2699	5763	6112
44.397	5633	5266	6325	6758
44.419	2738	2693	7004	6063
44.441	5409	5375	7153	6599
44.462	2700	2693	6371	5978
44.484	5653	5375	6426	6581
44.506	2807	2681	6262	6075
44.528	5913	5260	6945	6654
44.549	2750	2699	6194	6057
44.571	5874	5369	6908	6697
44.593	2697	2736	5856	6026
44.615	5219	5423	6672	6587
44.636	2879	2706	6968	6112
44.658	5221	5447	6453	6788
44.68	2706	2693	6290	5996
44.702	5448	5363	6294	6648
44.723	2785	2687	6331	6069
44.745	5452	5490	6571	6642
44.767	2711	2712	6616	6063
44.789	5725	5502	6746	6611
44.81	2756	2712	6803	6118
44.832	5444	5381	6950	6788
44.854	2706	2718	5580	6057
44.875	5039	5405	6655	6678
44.897	2757	2712	6636	6276
44.919	4895	5405	6696	6703
44.941	2691	2687	6252	6227
44.962	5430	5230	6640	6508
44.984	2671	2712	6188	6233
45.006	6361	5308	6891	6630
45.028	2679	2706	6024	6355
45.049	6004	5242	6455	6837
45.071	2683	2712	6442	6227
45.093	5251	5556	6649	6483
45.115	2815	2681	5654	6093
45.136	5463	5345	6517	6471
45.158	2755	2724	6754	6057
45.18	5620	5333	6598	6642
45.202	2997	2712	6610	6081
45.223	5430	5326	6842	6532
45.245	3017	2693	5747	5996
45.267	5638	5333	6780	6508
45.289	2664	2724	5857	5892
45.31	5260	5369	6244	6672
45.332	2844	2706	6150	5862
45.354	6136	5490	6207	6605
45.376	2760	2742	5643	6221
45.397	5396	5127	6239	6502
45.419	2917	2693	6233	5813
45.441	5762	5278	7090	6770
45.463	2754	2724	6894	6014
45.484	5380	5242	6702	6684
45.506	2703	2657	6113	6039
45.528	5014	5351	7141	6441
45.549	2848	2718	6210	6124
45.571	5505	5266	8026	6727
45.593	2913	2718	5834	6191
45.615	5265	5459	7024	6477
45.636	2819	2706	6362	5959
45.658	5023	5236	6781	6758
45.68	2735	2669	6677	6099
45.702	5085	5260	6762	6910
45.723	2952	2693	6306	6002
45.745	5302	5363	6415	6684
45.767	2790	2699	5906	6179
45.789	5614	5441	6625	6581
45.81	2764	2706	6425	5971
45.832	5084	5302	6040	6654
45.854	2697	2681	5551	5898
45.876	4540	5308	7213	6739
45.897	2774	2706	6559	6221
45.919	5425	5320	6774	6611
45.941	2952	2699	6975	6087
45.963	5990	5453	6411	6739
45.984	2835	2706	9209	5996
46.006	5388	5471	7428	6623
46.028	2681	2675	7262	6075
46.05	5287	5218	6240	6599
46.071	2704	2687	6207	6142
46.093	5841	5326	6421	6453
46.115	2914	2675	5709	6045
46.137	4838	5423	6335	6599
46.158	2776	2693	6766	6051
46.18	5990	5326	7109	6709
46.202	2628	2730	6653	6215
46.223	5294	5200	5977	6605
46.245	2780	2724	6364	5929
46.267	5444	5381	7091	6532
46.289	2936	2712	6559	6106
46.31	5188	5260	6788	6703
46.332	2791	2706	5295	5880
46.354	5079	5242	7518	6733
46.376	2754	2687	7070	6166
46.397	5402	5411	6310	6654
46.419	2971	2699	6127	5886
46.441	5525	5278	7019	6666
46.463	2755	2699	5213	6142
46.484	5549	5399	7278	6623
46.506	2690	2699	5829	5996
46.528	5396	5435	6882	6483
46.55	2928	2681	5647	6106
46.571	4981	5284	7384	6770
46.593	2681	2706	6660	6051
46.615	5470	5465	6623	6611
46.637	2713	2699	6601	5941
46.658	5188	5296	6782	6721
46.68	2768	2681	6848	6118
46.702	5262	5302	7580	6483
46.724	2848	2712	6375	5965
46.745	5347	5435	6630	6666
46.767	2779	2681	5877	5886
46.789	5794	5345	6023	6733
46.811	2757	2724	6269	6063
46.832	5514	5363	6430	6648
46.854	2716	2706	5952	6026
46.876	5325	5399	6798	6721
46.897	2729	2687	6248	6148
46.919	5938	5369	6182	6428
46.941	2856	2675	6532	6051
46.963	4972	5326	6875	6587
46.984	2601	2687	6900	6343
47.006	4711	5369	7217	6569
47.028	2929	2699	5972	6124
47.05	5932	5514	6608	6496
47.071	2695	2706	6548	5935
47.093	5023	5308	6934	6788
47.115	2927	2699	6756	6166
47.137	5565	5302	6752	6526
47.158	2718	2675	6299	6106
47.18	5529	5339	6418	6410
47.202	2754	2724	5813	5953
47.224	5491	5405	6427	6678
47.245	2680	2669	5112	6294
47.267	5860	5351	6819	6721
47.289	2803	2693	6021	6173
47.311	5111	5562	7760	6697
47.332	2960	2724	6363	6246
47.354	5984	5351	6100	6642
47.376	2682	2724	7836	6142
47.398	5852	5242	7361	6825
47.419	2688	2718	6187	5996
47.441	5316	5194	6689	6672
47.463	2712	2712	6317	5874
47.485	4923	5399	7781	6581
47.506	2851	2718	5669	6112
47.528	5142	5363	6789	6544
47.55	2768	2687	6770	6258
47.571	5386	5405	6248	6599
47.593	2697	2681	6014	6148
47.615	5775	5296	7178	6733
47.637	2685	2675	6609	6173
47.658	4790	5254	6817	6544
47.68	2821	2687	5761	6124
47.702	5373	5254	6810	6575
47.724	2792	2706	6092	5996
47.745	5119	5399	6719	6940
47.767	2796	2706	5744	5996
47.789	5062	5459	7223	6422
47.811	2853	2687	6886	5856
47.832	5759	5520	6895	6703
47.854	2625	2693	6767	6051
47.876	5494	5218	6274	6812
47.898	2880	2675	5758	5935
47.919	5223	5532	6402	6550
47.941	2821	2699	6068	6069
47.963	4976	5399	7193	6709
47.985	2738	2681	6354	6014
48.006	5296	5326	6578	6666
48.028	2611	2693	5397	6130
48.05	5126	5556	7127	6630
48.072	2773	2657	5746	6057
48.093	5211	5363	7156	6630
48.115	2997	2706	6777	6270
48.137	5140	5465	6784	6703
48.159	2745	2706	6848	6179
48.18	5622	5272	6380	6453
48.202	2734	2687	5795	5911
48.224	5833	5369	5976	6733
48.245	2797	2675	5647	5947
48.267	5211	5224	6874	6532
48.289	2676	2730	6422	6221
48.311	6185	5326	7113	6599
48.332	2806	2712	6367	6179
48.354	4993	5278	6551	6764
48.376	2755	2718	6408	5801
48.398	5599	5224	7045	6630
48.419	2944	2693	5654	6124
48.441	5473	5212	6463	6654
48.463	2725	2699	6505	6118
48.485	5189	5278	6939	6617
48.506	2674	2675	6155	6020
48.528	5433	5423	7322	6569
48.55	2814	2712	6056	6002
48.572	5223	5302	7067	6812
48.593	2873	2669	6411	6051
48.615	5207	5278	6983	6526
48.637	2903	2693	5862	5911
48.659	5400	5224	7391	6715
48.68	2744	2699	6302	6039
48.702	5260	5224	6701	6611
48.724	2784	2712	6396	6221
48.746	5281	5411	7236	6575
48.767	2868	2724	6033	6075
48.789	5054	5314	6573	6678
48.811	2704	2724	6318	5917
48.833	5172	5326	7241	6587
48.854	2700	2706	6068	5947
48.876	6123	5278	6913	6569
48.898	2907	2706	6329	6087
48.919	5266	5254	6425	6758
48.941	2841	2699	5783	5917
48.963	5497	5502	6172	6642
48.985	2771	2693	6556	6197
49.006	5405	5320	6298	6666
49.028	2767	2663	6317	6020
49.05	5095	5411	7268	6825
49.072	2667	2724	5964	5911
49.093	5075	5224	6204	6630
49.115	2968	2669	6145	5807
49.137	5259	5302	7584	6623
49.159	2807	2706	5987	5886
49.18	5472	5326	6447	6654
49.202	2721	2712	6138	6142
49.224	5945	5490	6291	6666
49.246	2840	2681	6271	6148
49.267	5744	5302	7152	6587
49.289	2736	2675	6002	5667
49.311	5549	5351	6157	6581
49.333	2778	2687	6297	6106
49.354	5432	5290	6409	6483
49.376	2727	2699	6398	5965
49.398	6026	5260	7268	6636
49.42	2752	2675	6263	6099
49.441	5570	5333	6770	6751
49.463	2772	2730	6815	6166
49.485	5493	5411	6543	6703
49.507	2852	2699	6453	6489
49.528	5671	5375	6257	6788
49.55	2928	2699	5963	6112
49.572	5189	5127	6563	6672
49.593	2839	2687	5954	6075
49.615	5401	5139	6933	6758
49.637	2623	2681	7069	6063
49.659	5038	5266	6649	6745
49.68	2736	2687	6483	6093
49.702	5985	5429	6284	6678
49.724	2667	2742	5552	5783
49.746	6039	5278	6870	6776
49.767	2859	2712	6969	6380
49.789	5971	5200	6394	6690
49.811	2831	2657	6790	6154
49.833	5215	5399	6893	6611
49.854	2754	2687	5576	6154
49.876	5140	5326	6737	6721
49.898	2681	2687	6077	5953
49.92	4892	5121	6354	6684
49.941	2714	2699	6572	5929
49.963	6101	5345	6427	6550
49.985	2736	2681	5944	6051
50.007	5322	5236	6712	6648
50.028	2644	2687	6189	6227
50.05	5436	5345	6525	6453
50.072	2687	2681	5832	5850
50.094	5548	5194	6238	6818
50.115	2690	2699	7034	6142
50.137	5368	5109	7194	6538
50.159	2754	2693	6563	6087
50.181	5933	5278	6925	6684
50.202	2792	2681	5700	5935
50.224	5076	5236	7614	6617
50.246	2705	2699	5883	6039
50.268	5079	5151	6517	6636
50.289	2707	2718	6957	6057
50.311	5186	5085	7009	6684
50.333	3045	2693	6293	6331
50.354	6391	5387	7037	6788
50.376	2838	2706	5856	5917
50.398	5291	5206	6709	6611
50.42	2777	2712	6505	6154
50.441	5397	5399	6194	6648
50.463	2776	2706	6456	6246
50.485	5318	5290	6602	6794
50.507	2878	2718	5945	6136
50.528	4805	5266	7149	6569
50.55	2889	2718	6280	5923
50.572	5848	5218	6136	6654
50.594	2804	2718	6033	6087
50.615	5305	5375	7451	6587
50.637	2765	2693	6086	6002
50.659	5564	5387	6789	6563
50.681	2798	2693	5678	5886
50.702	5491	5339	6913	6520
50.724	2907	2706	5465	5862
50.746	4708	5351	6783	6483
50.768	2820	2693	6111	6130
50.789	5054	5242	7347	6477
50.811	2678	2699	5854	5984
50.833	5302	5302	5977	6587
50.855	2644	2687	5625	6154
50.876	5991	5393	7031	6697
50.898	2879	2699	6481	6313
50.92	6076	5471	7692	6508
50.942	2852	2699	5664	6008
50.963	5405	5296	6538	6654
50.985	2832	2663	6354	6270
51.007	5653	5230	6541	6599
51.028	3064	2693	6391	6185
51.05	5426	5206	6607	6745
51.072	2841	2681	6092	6051
51.094	5194	5224	7070	6587
51.115	2761	2699	7212	6069
51.137	5328	5363	7480	6465
51.159	2623	2699	6991	6215
51.181	5130	5139	6657	6715
51.202	2800	2693	5806	6264
51.224	5452	5200	5843	6776
51.246	2740	2681	6178	6075
51.268	5428	5333	6707	6593
51.289	2783	2706	5937	6179
51.311	5591	5363	6437	6843
51.333	2797	2693	6819	6008
51.355	5317	5278	7066	6550
51.376	2743	2687	6087	6112
51.398	5301	5351	7096	6630
51.42	2897	2699	6564	5819
51.442	5770	5230	6409	6599
51.463	2797	2718	5771	6124
51.485	4843	5254	7277	6818
51.507	2763	2693	5767	5911
51.529	5034	5326	6441	6715
51.55	2728	2718	6810	5904
51.572	5124	5254	6780	6587
51.594	2884	2663	6253	5984
51.616	5247	5320	7141	6892
51.637	2842	2681	6543	6197
51.659	5922	5097	6687	6465
51.681	2808	2742	6161	5923
51.702	5689	5387	6342	6636
51.724	2839	2712	6234	6185
51.746	5279	5194	6477	6690
51.768	2672	2687	6191	6142
51.789	5196	5224	6711	6453
51.811	2739	2706	5540	6124
51.833	5021	5260	6548	6563
51.855	2817	2693	7028	6166
51.876	5304	5417	7177	6441
51.898	2750	2669	5590	6039
51.92	6091	5320	6582	6690
51.942	2749	2712	6699	5911
51.963	5006	5387	6470	6733
51.985	2742	2712	6444	5929
52.007	6151	5333	6510	6758
52.029	2690	2699	5900	6124
52.05	5469	5314	7267	6587
52.072	3042	2736	6330	6106
52.094	5255	5514	6487	6593
52.116	2775	2663	6033	6069
52.137	4985	5212	6401	6709
52.159	2696	2693	6314	6020
52.181	5221	5260	7181	6758
52.203	2815	2693	6827	6160
52.224	5485	5381	6249	6672
52.246	2795	2687	6238	6069
52.268	5384	5314	6796	6654
52.29	2791	2693	6662	6099
52.311	5680	5302	6380	6660
52.333	2707	2693	5483	6057
52.355	6007	5073	6401	6758
52.376	2875	2693	6000	6106
52.398	5755	5441	6219	6630
52.42	2620	2693	5830	6032
52.442	5143	5133	6702	6672
52.463	2847	2681	6392	5947
52.485	5959	5339	6637	6812
52.507	3009	2706	6330	5929
52.529	5862	5103	6319	6520
52.55	2876	2681	6644	6331
52.572	6121	5169	6404	6404
52.594	2716	2706	6252	6154
52.616	5170	5387	6832	6690
52.637	2796	2675	5671	6093
52.659	5198	5339	6771	6758
52.681	2827	2681	6051	5898
52.703	5379	5326	6784	6471
52.724	2808	2699	6672	6191
52.746	4598	5345	7599	6502
52.768	2771	2687	7049	6374
52.79	5697	5242	6405	6630
52.811	2813	2693	6411	6118
52.833	5633	5296	7275	6575
52.855	2697	2712	5412	6179
52.877	4969	5459	6324	6532
52.898	2740	2706	6722	6148
52.92	5632	5284	6934	6502
52.942	2881	2699	7155	6252
52.964	4885	5339	6657	6563
52.985	2771	2718	6456	5776
53.007	5430	5326	7126	6690
53.029	2772	2693	6403	5953
53.05	4996	5296	6546	6587
53.072	2940	2687	6735	5990
53.094	5433	5175	6885	6593
53.116	2737	2718	6002	6051
53.137	5330	5290	6289	6556
53.159	2886	2669	6053	6160
53.181	5732	5393	7305	6721
53.203	2710	2699	5785	6294
53.224	5093	5133	7015	6849
53.246	2768	2675	6495	6112
53.268	5728	5260	6642	6733
53.29	2774	2681	6378	6057
53.311	5146	5218	6529	6630
53.333	2758	2693	6137	6075
53.355	6256	5411	6018	6636
53.377	2749	2693	6302	6124
53.398	5665	5381	6977	6672
53.42	2649	2706	6022	6045
53.442	4831	5139	6708	6672
53.464	2959	2706	5646	6154
53.485	5823	5363	7045	6721
53.507	2898	2718	6321	6075
53.529	4960	5218	6779	6654
53.551	2761	2730	6447	6087
53.572	4836	5266	6437	6630
53.594	2976	2675	5503	6124
53.616	5807	5139	6648	6550
53.638	2695	2687	5758	5831
53.659	5188	5031	6772	6788
53.681	2691	2706	6442	6221
53.703	5302	5127	6967	6502
53.724	2890	2693	6968	6081
53.746	5045	5055	6905	6471
53.768	2783	2687	6121	6020
53.79	5274	5254	6783	6660
53.811	2702	2730	6185	5953
53.833	4772	5514	6664	6599
53.855	2678	2699	6270	6045
53.877	5785	5308	6752	6648
53.898	2716	2675	6672	6154
53.92	5433	5399	7287	6605
53.942	2725	2699	5783	6142
53.964	5198	5073	6558	6727
53.985	2731	2681	5999	6106
54.007	4967	5435	6376	6605
54.029	2805	2742	6120	6282
54.051	4886	5163	6559	6812
54.072	2789	2699	6450	6124
54.094	5202	5278	7214	6818
54.116	2749	2712	5675	5990
54.138	4849	5272	6564	6770
54.159	2776	2699	7597	6002
54.181	4945	5320	6725	6654
54.203	2683	2699	6443	6063
